eckID,gene,JW id,direction,left nt,right nt,left nt,right nt,b number,direction,left,right,left,right,verified,colonies_tested,percent,LB_22hr,MOPS_24hr,MOPS_48hr,genetic,PEC,MG_Tn5,Score,,,,,,
ECK3165,glmM,JW3143,-,3322588,3323925,3322609,3323922,b3176,-,3320755,3322092,3320776,3322089,7,8,87.5 ,0.491 ,0.271 ,0.276 ,N,E,u,-1,,,,,,
ECK3166,folP,JW3144,-,3323918,3324766,3323939,3324763,b3177,-,3322085,3322933,3322106,3322930,7,8,87.5 ,0.528 ,0.283 ,0.293 ,N,N,N,-4,,,,,,
ECK3167,ftsH,JW3145,-,3324856,3326790,3324877,3326787,b3178,-,3323023,3324957,3323044,3324954,0,8,0.0 ,N.A.,N.A.,N.A.,N,E,N,1,,,,,,
ECK3168,rrmJ,JW3146,-,3326890,3327519,3326911,3327516,b3179,-,3325057,3325686,3325078,3325683,6,8,75.0 ,0.520 ,0.191 ,0.363 ,N,E,u,-1,,,,,,
ECK3169,yhbY,JW3147,+,3327645,3327938,3327648,3327917,b3180,+,3325812,3326105,3325815,3326084,6,8,75.0 ,0.698 ,0.364 ,0.361 ,N,u,u,-2,,,,,,
ECK3170,greA,JW3148,-,3328094,3328570,3328115,3328567,b3181,-,3326261,3326737,3326282,3326734,3,8,37.5 ,0.679 ,0.374 ,0.426 ,N,N,N,-4,,,,,,
ECK3171,dacB,JW3149,+,3328818,3330251,3328821,3330230,b3182,+,3326985,3328418,3326988,3328397,3,4,75.0 ,0.771 ,0.377 ,0.376 ,N,N,u,-3,,,,,,
ECK3172,obgE,JW3150,-,3330437,3331609,3330458,3331606,b3183,-,3328604,3329776,3328625,3329773,0,8,0.0 ,N.A.,N.A.,N.A.,E,E,u,3,,,,,,
ECK3173,yhbE,JW3151,-,3331625,3332590,3331646,3332587,b3184,-,3329792,3330757,3329813,3330754,6,8,75.0 ,0.761 ,0.285 ,0.333 ,N,u,N,-3,,,,,,
ECK3174,rpmA,JW3152,-,3332717,3332974,3332738,3332971,b3185,-,3330884,3331141,3330905,3331138,0,8,0.0 ,N.A.,N.A.,N.A.,X,E,u,2.5,,,,,,
ECK3175,rplU,JW3153,-,3332995,3333306,3333016,3333303,b3186,-,3331162,3331473,3331183,3331470,0,8,0.0 ,N.A.,N.A.,N.A.,X,E,N,1.5,,,,,,
ECK3176,ispB,JW3154,+,3333565,3334536,3333568,3334515,b3187,+,3331732,3332703,3331735,3332682,0,8,0.0 ,N.A.,N.A.,N.A.,E,N,u,1,,,,,,
ECK3177,sfsB,JW3155,+,3334764,3335042,3334767,3335021,b3188,+,3332931,3333209,3332934,3333188,8,8,100.0 ,0.801 ,0.364 ,0.274 ,N,N,u,-3,,,,,,
ECK3178,murA,JW3156,-,3335090,3336349,3335111,3336346,b3189,-,3333257,3334516,3333278,3334513,0,8,0.0 ,N.A.,N.A.,N.A.,N,E,u,2,,,,,,
ECK3179,yrbA,JW3157,-,3336404,3336658,3336425,3336655,b3190,-,3334571,3334825,3334592,3334822,5,8,62.5 ,0.736 ,0.517 ,0.677 ,N,u,N,-3,,,,,,
ECK3180,yrbB,JW5535,-,3336818,3337111,3336839,3337108,b3191,-,3334985,3335278,3335006,3335275,0,8,0.0 ,N.A.,N.A.,N.A.,N,u,N,0,,,,,,
ECK3181,yrbC,JW3159,-,3337111,3337746,3337132,3337743,b3192,-,3335278,3335913,3335299,3335910,5,8,62.5 ,0.540 ,0.270 ,0.308 ,N,u,N,-3,,,,,,
ECK3182,yrbD,JW3160,-,3337765,3338316,3337786,3338313,b3193,-,3335932,3336483,3335953,3336480,5,8,62.5 ,0.728 ,0.350 ,0.445 ,N,u,u,-2,,,,,,
ECK3183,yrbE,JW3161,-,3338321,3339103,3338342,3339100,b3194,-,3336488,3337270,3336509,3337267,7,8,87.5 ,0.645 ,0.312 ,0.382 ,N,u,N,-3,,,,,,
ECK3184,yrbF,JW3162,-,3339111,3339920,3339132,3339917,b3195,-,3337278,3338087,3337299,3338084,8,8,100.0 ,0.740 ,0.360 ,0.524 ,N,u,u,-2,,,,,,
ECK3185,yrbG,JW3163,+,3340130,3341107,3340133,3341086,b3196,+,3338297,3339274,3338300,3339253,8,8,100.0 ,0.727 ,0.229 ,0.275 ,N,u,N,-3,,,,,,
ECK3186,kdsD,JW3164,+,3341121,3342107,3341124,3342086,b3197,+,3339288,3340274,3339291,3340253,7,8,87.5 ,0.777 ,0.201 ,0.389 ,N,u,u,-2,,,,,,
ECK3187,kdsC,JW3165,+,3342128,3342694,3342131,3342673,b3198,+,3340295,3340861,3340298,3340840,8,8,100.0 ,0.741 ,0.241 ,0.149 ,X,E,u,-0.5,,,,,,
ECK3188,yrbK,JW3166,+,3342691,3343266,3342694,3343245,b3199,+,3340858,3341433,3340861,3341412,0,8,0.0 ,N.A.,N.A.,N.A.,X,E,u,2.5,,,,,,
ECK3189,yhbN,JW3167,+,3343235,3343792,3343268,3343771,b3200,+,3341402,3341959,3341435,3341938,0,8,0.0 ,N.A.,N.A.,N.A.,X,u,u,1.5,,,,,,
ECK3190,yhbG,JW3168,+,3343799,3344524,3343802,3344503,b3201,+,3341966,3342691,3341969,3342670,2,8,25.0 ,0.463 ,0.263 ,0.262 ,E,u,u,-1,,,,,,
ECK3191,rpoN,JW3169,+,3344572,3346005,3344575,3345984,b3202,+,3342739,3344172,3342742,3344151,5,8,62.5 ,0.555 ,0.156 ,0.147 ,E,N,N,-3,,,,,,
ECK3192,yhbH,JW3170,+,3346028,3346315,3346031,3346294,b3203,+,3344195,3344482,3344198,3344461,2,8,25.0 ,0.773 ,0.268 ,0.262 ,N,u,u,-2,,,,,,
ECK3193,ptsN,JW3171,+,3346433,3346924,3346436,3346903,b3204,+,3344600,3345091,3344603,3345070,8,8,100.0 ,0.703 ,0.242 ,0.264 ,E,N,N,-3,,,,,,
ECK3194,yhbJ,JW3172,+,3346970,3347824,3346973,3347803,b3205,+,3345137,3345991,3345140,3345970,8,8,100.0 ,0.833 ,0.271 ,0.269 ,N,u,N,-3,,,,,,
ECK3195,npr,JW3173,+,3347821,3348093,3347824,3348072,b3206,+,3345988,3346260,3345991,3346239,8,8,100.0 ,0.740 ,0.302 ,0.297 ,N,N,u,-3,,,,,,
ECK3196,yrbL,JW3174,+,3348307,3348939,3348310,3348918,b3207,+,3346474,3347106,3346477,3347085,5,8,62.5 ,0.787 ,0.309 ,0.347 ,N,u,N,-3,,,,,,
ECK3197,mtgA,JW3175,-,3348936,3349664,3348957,3349661,b3208,-,3347103,3347831,3347124,3347828,5,8,62.5 ,0.805 ,0.241 ,0.260 ,N,u,N,-3,,,,,,
ECK3198,elbB,JW3176,-,3349661,3350314,3349682,3350311,b3209,-,3347828,3348481,3347849,3348478,6,8,75.0 ,0.780 ,0.371 ,0.394 ,X,u,u,-1.5,,,,,,
ECK3200,arcB,JW5536,-,3350544,3352880,3350565,3352877,b3210,-,3348711,3351047,3348732,3351044,7,8,87.5 ,0.700 ,0.308 ,0.355 ,N,N,u,-3,,,,,,
ECK3201,yhcC,JW3178,-,3352976,3353905,3352997,3353902,b3211,-,3351143,3352072,3351164,3352069,6,8,75.0 ,0.756 ,0.338 ,0.417 ,N,u,u,-2,,,,,,
ECK3202,gltB,JW3179,+,3354487,3359040,3354490,3359019,b3212,+,3352654,3357207,3352657,3357186,6,8,75.0 ,0.757 ,0.358 ,0.364 ,N,N,u,-3,,,,,,
ECK3203,gltD,JW3180,+,3359053,3360471,3359056,3360450,b3213,+,3357220,3358638,3357223,3358617,8,8,100.0 ,0.816 ,0.290 ,0.285 ,N,N,N,-4,,,,,,
ECK3204,gltF,JW3181,+,3361031,3361795,3361034,3361774,b3214,+,3359198,3359962,3359201,3359941,7,8,87.5 ,0.823 ,0.293 ,0.279 ,X,N,N,-3.5,,,,,,
ECK3205,yhcA,JW3182,+,3361967,3362641,3361970,3362620,b3215,+,3360134,3360808,3360137,3360787,7,8,87.5 ,0.717 ,0.353 ,0.389 ,X,u,u,-1.5,,,,,,
ECK3206,yhcD,JW3183,+,3362662,3365043,3362665,3365022,b3216,+,3360829,3363210,3360832,3363189,4,4,100.0 ,0.778 ,0.254 ,0.326 ,N,u,u,-2,,,,,,
ECK3207,yhcE,JW3184,+,3365040,3365519,3365043,3365498,b3217,+,3363207,3363686,3363210,3363665,7,8,87.5 ,0.777 ,0.378 ,0.391 ,N,u,u,-2,,,,,,
ECK0261,insH,JW3185,-,3365557,3366573,N.T.,N.T.,b3218,-,3363724,3364740,N.T.,N.T.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,-,N,u,-1,,,,,,
ECK3207,yhcE,JW3187,+,3366536,3366784,3366539,3366763,b4549,+,3364703,3364951,3364706,3364930,7,8,87.5 ,0.808 ,0.350 ,0.354 ,-,u,u,-1.5,,,,,,
ECK3208,yhcF,JW3188,+,3366781,3367497,3366784,3367476,b3219,+,3364948,3365664,3364951,3365643,4,8,50.0 ,0.765 ,0.257 ,0.241 ,E,u,N,-2,,,,,,
ECK3209,yhcG,JW3189,+,3367682,3368809,3367685,3368788,b3220,+,3365849,3366976,3365852,3366955,8,8,100.0 ,0.752 ,0.323 ,0.353 ,N,u,u,-2,,,,,,
ECK3210,yhcH,JW3190,-,3368869,3369333,3368890,3369330,b3221,-,3367036,3367500,3367057,3367497,6,8,75.0 ,0.756 ,0.298 ,0.324 ,N,u,u,-2,,,,,,
ECK3211,nanK,JW5538,-,3369330,3370205,3369351,3370202,b3222,-,3367497,3368372,3367518,3368369,8,8,100.0 ,0.775 ,0.385 ,0.431 ,N,u,u,-2,,,,,,
ECK3212,nanE,JW3192,-,3370202,3370891,3370223,3370888,b3223,-,3368369,3369058,3368390,3369055,8,8,100.0 ,0.779 ,0.296 ,0.165 ,N,u,N,-3,,,,,,
ECK3213,nanT,JW3193,-,3370939,3372429,3370960,3372426,b3224,-,3369106,3370596,3369127,3370593,7,8,87.5 ,0.821 ,0.322 ,0.353 ,N,N,N,-4,,,,,,
ECK3214,nanA,JW3194,-,3372538,3373431,3372559,3373428,b3225,-,3370705,3371598,3370726,3371595,8,8,100.0 ,0.669 ,0.359 ,0.641 ,N,N,N,-4,,,,,,
ECK3215,nanR,JW3195,-,3373553,3374344,3373574,3374341,b3226,-,3371720,3372511,3371741,3372508,4,4,100.0 ,0.866 ,0.402 ,0.628 ,E,u,N,-2,,,,,,
ECK3216,dcuD,JW3196,+,3374724,3376091,3374727,3376070,b3227,+,3372891,3374258,3372894,3374237,7,8,87.5 ,0.655 ,0.364 ,0.317 ,N,u,u,-2,,,,,,
ECK3217,sspB,JW3197,-,3376134,3376631,3376155,3376628,b3228,-,3374301,3374798,3374322,3374795,8,8,100.0 ,0.756 ,0.375 ,0.380 ,N,N,u,-3,,,,,,
ECK3218,sspA,JW3198,-,3376637,3377275,3376658,3377272,b3229,-,3374804,3375442,3374825,3375439,8,8,100.0 ,0.761 ,0.318 ,0.145 ,X,N,N,-3.5,,,,,,
ECK3219,rpsI,JW3199,-,3377670,3378062,3377691,3378059,b3230,-,3375837,3376229,3375858,3376226,0,8,0.0 ,N.A.,N.A.,N.A.,E,E,u,3,,,,,,
ECK3220,rplM,JW3200,-,3378078,3378506,3378099,3378503,b3231,-,3376245,3376673,3376266,3376670,0,8,0.0 ,N.A.,N.A.,N.A.,E,E,u,3,,,,,,
ECK3221,yhcM,JW3201,-,3378725,3379852,3378746,3379849,b3232,-,3376892,3378019,3376913,3378016,6,8,75.0 ,0.734 ,0.366 ,0.317 ,N,u,u,-2,,,,,,
ECK3222,yhcB,JW5539,+,3380046,3380444,3380049,3380423,b3233,+,3378213,3378611,3378216,3378590,8,8,100.0 ,0.915 ,0.402 ,0.429 ,N,u,u,-2,,,,,,
ECK3223,degQ,JW3203,+,3380598,3381965,3380601,3381944,b3234,+,3378765,3380132,3378768,3380111,4,4,100.0 ,0.805 ,0.424 ,0.507 ,E,N,N,-3,,,,,,
ECK3224,degS,JW3204,+,3382055,3383122,3382058,3383101,b3235,+,3380222,3381289,3380225,3381268,0,8,0.0 ,N.A.,N.A.,N.A.,N,E,N,1,,,,,,
ECK3225,mdh,JW3205,-,3383185,3384123,3383206,3384120,b3236,-,3381352,3382290,3381373,3382287,7,8,87.5 ,0.536 ,0.284 ,0.477 ,N,N,N,-4,,,,,,
ECK3226,argR,JW3206,+,3384558,3385028,3384561,3385007,b3237,+,3382725,3383195,3382728,3383174,4,4,100.0 ,0.802 ,0.247 ,0.215 ,E,N,N,-3,,,,,,
ECK3227,yhcN,JW5540,+,3385393,3385656,3385396,3385635,b3238,+,3383560,3383823,3383563,3383802,5,8,62.5 ,0.830 ,0.299 ,0.315 ,?,u,u,-1.5,,,,,,
ECK3228,yhcO,JW3208,-,3385712,3385984,3385733,3385981,b3239,-,3383879,3384151,3383900,3384148,4,8,50.0 ,0.771 ,0.355 ,0.501 ,E,u,u,-1,,,,,,
ECK3229,aaeB,JW3209,-,3386076,3388043,3386097,3388040,b3240,-,3384243,3386210,3384264,3386207,8,8,100.0 ,0.706 ,0.231 ,0.221 ,N,u,u,-2,,,,,,
ECK3230,aaeA,JW3210,-,3388049,3388981,3388070,3388978,b3241,-,3386216,3387148,3386237,3387145,8,8,100.0 ,0.789 ,0.414 ,0.524 ,N,u,N,-3,,,,,,
ECK3231,aaeX,JW5541,-,3388989,3389192,3389010,3389189,b3242,-,3387156,3387359,3387177,3387356,7,8,87.5 ,0.484 ,0.253 ,0.245 ,N,u,u,-2,,,,,,
ECK3232,aaeR,JW3212,+,3389375,3390304,3389378,3390283,b3243,+,3387542,3388471,3387545,3388450,8,8,100.0 ,0.739 ,0.343 ,0.403 ,N,u,u,-2,,,,,,
ECK3233,tldD,JW3213,-,3390438,3391883,3390459,3391880,b3244,-,3388605,3390050,3388626,3390047,7,8,87.5 ,0.757 ,0.329 ,0.331 ,N,u,N,-3,,,,,,
ECK3234,yhdP,JW5542,-,3392313,3396113,3392334,3396110,b4472,-,3390480,3394280,3390501,3394277,8,8,100.0 ,0.869 ,0.385 ,0.504 ,-,u,u,-1.5,,,,,,
ECK3235,rng,JW3216,-,3396181,3397650,3396202,3397647,b3247,-,3394348,3395817,3394369,3395814,8,8,100.0 ,0.838 ,0.263 ,0.297 ,N,N,N,-4,,,,,,
ECK3236,yhdE,JW3217,-,3397640,3398233,3397661,3398230,b3248,-,3395807,3396400,3395828,3396397,7,8,87.5 ,0.798 ,0.392 ,0.480 ,N,u,u,-2,,,,,,
ECK3237,mreD,JW3218,-,3398242,3398730,3398263,3398727,b3249,-,3396409,3396897,3396430,3396894,0,8,0.0 ,N.A.,N.A.,N.A.,N,N,u,0,,,,,,
ECK3238,mreC,JW3219,-,3398730,3399833,3398751,3399830,b3250,-,3396897,3398000,3396918,3397997,0,8,0.0 ,N.A.,N.A.,N.A.,E,N,u,1,,,,,,
ECK3239,mreB,JW3220,-,3399899,3400942,3399920,3400939,b3251,-,3398066,3399109,3398087,3399106,0,8,0.0 ,N.A.,N.A.,N.A.,E,N,u,1,,,,,,
ECK3240,yhdA,JW3221,-,3401247,3403187,3401268,3403184,b3252,-,3399414,3401354,3399435,3401351,4,8,50.0 ,0.774 ,0.343 ,0.406 ,N,N,u,-3,,,,,,
ECK3241,yhdH,JW3222,+,3403339,3404313,3403342,3404292,b3253,+,3401506,3402480,3401509,3402459,5,8,62.5 ,0.787 ,0.411 ,0.521 ,X,N,u,-2.5,,,,,,
ECK3242,accB,JW3223,+,3405291,3405761,3405294,3405740,b3255,+,3403458,3403928,3403461,3403907,0,8,0.0 ,N.A.,N.A.,N.A.,X,E,u,2.5,,,,,,
ECK3243,accC,JW3224,+,3405772,3407121,3405775,3407100,b3256,+,3403939,3405288,3403942,3405267,0,8,0.0 ,N.A.,N.A.,N.A.,X,E,u,2.5,,,,,,
ECK3244,yhdT,JW3225,+,3407230,3407472,3407233,3407451,b3257,+,3405397,3405639,3405400,3405618,6,8,75.0 ,0.803 ,0.354 ,0.429 ,X,u,u,-1.5,,,,,,
ECK3245,panF,JW3226,+,3407462,3408913,3407465,3408892,b3258,+,3405629,3407080,3405632,3407059,6,8,75.0 ,0.878 ,0.305 ,0.402 ,N,N,N,-4,,,,,,
ECK3246,prmA,JW3227,+,3408925,3409806,3408928,3409785,b3259,+,3407092,3407973,3407095,3407952,6,8,75.0 ,0.759 ,0.406 ,0.516 ,N,N,N,-4,,,,,,
ECK3247,dusB,JW3228,+,3410135,3411100,3410138,3411079,b3260,+,3408302,3409267,3408305,3409246,7,8,87.5 ,0.728 ,0.379 ,0.474 ,N,u,N,-3,,,,,,
ECK3248,fis,JW3229,+,3411126,3411422,3411129,3411401,b3261,+,3409293,3409589,3409296,3409568,4,4,100.0 ,0.524 ,0.430 ,0.433 ,E,N,u,-2,,,,,,
ECK3249,yhdJ,JW5543,+,3411508,3412392,3411511,3412371,b3262,+,3409675,3410559,3409678,3410538,8,8,100.0 ,0.740 ,0.401 ,0.363 ,N,u,u,-2,,,,,,
ECK3250,yhdU,JW3231,+,3412476,3412655,3412479,3412634,b3263,+,3410643,3410822,3410646,3410801,6,8,75.0 ,0.513 ,0.207 ,0.207 ,N,u,u,-2,,,,,,
ECK3251,envR,JW3232,-,3412658,3413320,3412679,3413317,b3264,-,3410825,3411487,3410846,3411484,4,4,100.0 ,0.831 ,0.347 ,0.360 ,N,u,N,-3,,,,,,
ECK3252,acrE,JW3233,+,3413719,3414876,3413722,3414855,b3265,+,3411886,3413043,3411889,3413022,2,8,25.0 ,0.812 ,0.234 ,0.315 ,N,N,N,-4,,,,,,
ECK3253,acrF,JW3234,+,3414888,3417992,3414891,3417971,b3266,+,3413055,3416159,3413058,3416138,8,8,100.0 ,0.763 ,0.362 ,0.399 ,N,N,N,-4,,,,,,
ECK3254,yhdV,JW3235,+,3418245,3418466,3418248,3418445,b3267,+,3416412,3416633,3416415,3416612,6,8,75.0 ,0.799 ,0.271 ,0.235 ,N,u,u,-2,,,,,,
ECK3255,yhdW,JW3236,+,3419004,3419921,3419007,3419900,b3268,+,3417171,3418088,3417174,3418067,7,8,87.5 ,0.776 ,0.243 ,0.301 ,N,u,u,-2,,,,,,
ECK3256,yhdX,JW5544,+,3419989,3421170,3419992,3421149,b3269,+,3418156,3419337,3418159,3419316,6,8,75.0 ,0.554 ,0.251 ,0.196 ,X,u,u,-1.5,,,,,,
ECK3257,yhdY,JW5545,+,3421180,3422283,3421183,3422262,b3270,+,3419347,3420450,3419350,3420429,6,8,75.0 ,0.797 ,0.240 ,0.209 ,N,u,N,-3,,,,,,
ECK3258,yhdZ,JW3239,+,3422291,3423049,3422294,3423028,b3271,+,3420458,3421216,3420461,3421195,5,8,62.5 ,0.725 ,0.398 ,0.413 ,N,u,N,-3,,,,,,
ECK3998,purH,JW3970,+,3429149,3430738,3429152,3430717,b4006,-,4203966,4205555,4203987,4205552,8,8,100.0 ,0.442 ,0.001 ,0.000 ,N,N,N,-4,,,,,,
ECK3997,purD,JW3969,+,3430750,3432039,3430753,3432018,b4005,-,4202665,4203954,4202686,4203951,8,8,100.0 ,0.538 ,0.002 ,0.015 ,N,N,N,-4,,,,,,
ECK3996,zraR,JW3968,-,3432036,3433361,3432057,3433358,b4004,+,4201343,4202668,4201346,4202647,8,8,100.0 ,0.844 ,0.238 ,0.234 ,N,N,N,-4,,,,,,
ECK3995,zraS,JW3967,-,3433358,3434755,3433379,3434752,b4003,+,4199949,4201346,4199952,4201325,8,8,100.0 ,0.807 ,0.329 ,0.322 ,N,N,u,-3,,,,,,
ECK3994,zraP,JW5546,+,3434993,3435418,3434996,3435397,b4002,-,4199286,4199711,4199307,4199708,2,8,25.0 ,0.658 ,0.298 ,0.337 ,E,u,u,-1,,,,,,
ECK3993,yjaH,JW3965,-,3435420,3436115,3435441,3436112,b4001,+,4198589,4199284,4198592,4199263,6,8,75.0 ,0.819 ,0.377 ,0.466 ,N,u,u,-2,,,,,,
ECK3992,hupA,JW3964,-,3436128,3436400,3436149,3436397,b4000,+,4198304,4198576,4198307,4198555,2,4,50.0 ,0.821 ,0.318 ,0.341 ,N,N,N,-4,,,,,,
ECK3991,yjaG,JW3963,-,3436587,3437177,3436608,3437174,b3999,+,4197527,4198117,4197530,4198096,6,8,75.0 ,0.753 ,0.242 ,0.305 ,?,u,u,-1.5,,,,,,
ECK3990,nfi,JW5547,-,3437220,3437891,3437241,3437888,b3998,+,4196813,4197484,4196816,4197463,7,8,87.5 ,0.805 ,0.426 ,0.668 ,N,u,N,-3,,,,,,
ECK3989,hemE,JW3961,-,3437901,3438965,3437922,3438962,b3997,+,4195739,4196803,4195742,4196782,3,8,37.5 ,0.579 ,0.279 ,0.295 ,E,N,u,-2,,,,,,
ECK3988,nudC,JW5548,-,3439005,3439778,3439026,3439775,b3996,+,4194926,4195699,4194929,4195678,7,8,87.5 ,0.675 ,0.445 ,0.518 ,N,u,u,-2,,,,,,
ECK3987,rsd,JW3959,+,3439873,3440349,3439876,3440328,b3995,-,4194355,4194831,4194376,4194828,6,8,75.0 ,0.795 ,0.284 ,0.193 ,E,u,N,-2,,,,,,
ECK3986,thiC,JW3958,+,3440582,3442477,3440585,3442456,b3994,-,4192227,4194122,4192248,4194119,8,8,100.0 ,0.846 ,0.234 ,0.266 ,N,N,N,-4,,,,,,
ECK3985,thiE,JW3957,+,3442477,3443112,3442480,3443091,b3993,-,4191592,4192227,4191613,4192224,8,8,100.0 ,0.789 ,0.263 ,0.315 ,N,N,N,-4,,,,,,
ECK3984,thiF,JW3956,+,3443105,3443860,3443108,3443839,b3992,-,4190844,4191599,4190865,4191596,8,8,100.0 ,0.806 ,0.330 ,0.324 ,N,N,N,-4,,,,,,
ECK3983,thiS,JW3955,+,3443844,3444044,3443847,3444023,b4407,-,4190660,4190860,4190681,4190857,7,8,87.5 ,0.773 ,0.222 ,0.198 ,-,u,u,-1.5,,,,,,
ECK3982,thiG,JW5549,+,3444046,3444816,3444049,3444795,b3991,-,4189888,4190658,4189909,4190655,8,8,100.0 ,0.655 ,0.400 ,0.439 ,X,N,N,-3.5,,,,,,
ECK3981,thiH,JW3953,+,3444813,3445946,3444816,3445925,b3990,-,4188758,4189891,4188779,4189888,2,8,25.0 ,0.891 ,0.342 ,0.354 ,X,N,u,-2.5,,,,,,
ECK3980,htrC,JW3952,-,3446356,3446895,3446377,3446892,b3989,+,4187809,4188348,4187812,4188327,3,8,37.5 ,0.757 ,0.300 ,0.341 ,N,N,N,-4,,,,,,
ECK3979,rpoC,JW3951,-,3447108,3451331,3447129,3451328,b3988,+,4183373,4187596,4183376,4187575,0,8,0.0 ,N.A.,N.A.,N.A.,E,E,u,3,,,,,,
ECK3978,rpoB,JW3950,-,3451408,3455436,3451429,3455433,b3987,+,4179268,4183296,4179271,4183275,0,8,0.0 ,N.A.,N.A.,N.A.,E,E,u,3,,,,,,
ECK3977,rplL,JW3949,-,3455756,3456121,3455777,3456118,b3986,+,4178583,4178948,4178586,4178927,0,8,0.0 ,N.A.,N.A.,N.A.,E,E,u,3,,,,,,
ECK3976,rplJ,JW3948,-,3456188,3456685,3456209,3456682,b3985,+,4178019,4178516,4178022,4178495,0,8,0.0 ,N.A.,N.A.,N.A.,E,E,u,3,,,,,,
ECK3975,rplA,JW3947,-,3457098,3457802,3457119,3457799,b3984,+,4176902,4177606,4176905,4177585,4,8,50.0 ,0.539 ,0.185 ,0.136 ,X,E,u,-0.5,,,,,,
ECK3974,rplK,JW3946,-,3457806,3458234,3457827,3458231,b3983,+,4176470,4176898,4176473,4176877,4,8,50.0 ,0.709 ,0.454 ,0.469 ,X,E,u,-0.5,,,,,,
ECK3973,nusG,JW3945,-,3458393,3458938,3458414,3458935,b3982,+,4175766,4176311,4175769,4176290,0,8,0.0 ,N.A.,N.A.,N.A.,N,E,u,2,,,,,,
ECK3972,secE,JW3944,-,3458940,3459323,3458961,3459320,b3981,+,4175381,4175764,4175384,4175743,0,8,0.0 ,N.A.,N.A.,N.A.,N,E,u,2,,,,,,
ECK3971,tufB,JW3943,-,3459553,3460737,3459574,3460734,b3980,+,4173967,4175151,4173970,4175130,8,8,100.0 ,0.776 ,0.326 ,0.410 ,E,N,u,-2,,,,,,
ECK3966,coaA,JW3942,+,3461655,3462605,3461658,3462584,b3974,-,4172099,4173049,4172120,4173046,2,8,25.0 ,0.771 ,0.239 ,0.299 ,E,N,u,-2,,,,,,
ECK3965,birA,JW3941,-,3462634,3463599,3462655,3463593,b3973,+,4171105,4172070,4171111,4172049,0,8,0.0 ,N.A.,N.A.,N.A.,E,N,u,1,,,,,,
ECK3964,murB,JW3940,-,3463596,3464624,3463617,3464621,b3972,+,4170080,4171108,4170083,4171087,0,8,0.0 ,N.A.,N.A.,N.A.,N,E,u,2,,,,,,
ECK3959,murI,JW5550,-,3470396,3471253,3470417,3471250,b3967,+,4163451,4164308,4163454,4164287,0,8,0.0 ,N.A.,N.A.,N.A.,E,E,u,3,,,,,,
ECK3958,btuB,JW3938,-,3471198,3473042,3471219,3473039,b3966,+,4161662,4163506,4161665,4163485,4,8,50.0 ,0.613 ,0.267 ,0.253 ,N,N,u,-3,,,,,,
ECK3957,trmA,JW3937,+,3473411,3474511,3473414,3474490,b3965,-,4160193,4161293,4160214,4161290,5,8,62.5 ,0.717 ,0.285 ,0.319 ,N,E,N,-2,,,,,,
ECK3956,yijD,JW3936,-,3474551,3474910,3474572,3474907,b3964,+,4159794,4160153,4159797,4160132,7,8,87.5 ,0.761 ,0.356 ,0.347 ,N,N,u,-3,,,,,,
ECK3955,fabR,JW3935,-,3474910,3475614,3474931,3475611,b3963,+,4159090,4159794,4159093,4159773,5,8,62.5 ,0.717 ,0.256 ,0.357 ,N,N,u,-3,,,,,,
ECK3954,sthA,JW5551,+,3475891,3477291,3475894,3477270,b3962,-,4157413,4158813,4157434,4158810,7,8,87.5 ,0.719 ,0.271 ,0.515 ,N,N,u,-3,,,,,,
ECK3953,oxyR,JW3933,-,3477274,3478191,3477295,3478188,b3961,+,4156513,4157430,4156516,4157409,4,8,50.0 ,0.759 ,0.350 ,0.389 ,N,N,u,-3,,,,,,
none,none,JW5552,-,3478343,3478447,3478364,3478444,none,+,4156257,4156361,4156260,4156340,7,8,87.5 ,0.665 ,0.190 ,0.207 ,-,u,u,-1.5,,,,,,
ECK3951,argH,JW3932,-,3478458,3479831,3478479,3479828,b3960,+,4154873,4156246,4154876,4156225,8,8,100.0 ,0.762 ,0.002 ,0.001 ,N,N,u,-3,,,,,,
ECK3950,argB,JW5553,-,3479892,3480665,3479913,3480662,b3959,+,4154039,4154812,4154042,4154791,7,8,87.5 ,0.709 ,0.006 ,0.023 ,N,N,N,-4,,,,,,
ECK3949,argC,JW3930,-,3480676,3481680,3480697,3481677,b3958,+,4153024,4154028,4153027,4154007,4,4,100.0 ,0.803 ,0.008 ,0.018 ,E,N,N,-3,,,,,,
ECK3948,argE,JW3929,+,3481834,3482985,3481837,3482964,b3957,-,4151719,4152870,4151740,4152867,3,8,37.5 ,0.787 ,0.012 ,0.057 ,X,N,N,-3.5,,,,,,
none,none,JW5554,+,3483063,3483365,3483066,3483344,none,-,4151339,4151641,4151360,4151638,7,8,87.5 ,0.890 ,0.414 ,0.599 ,-,u,u,-1.5,,,,,,
ECK3947,ppc,JW3928,+,3483583,3486234,3483586,3486213,b3956,-,4148470,4151121,4148491,4151118,8,8,100.0 ,0.895 ,0.003 ,0.001 ,N,N,u,-3,,,,,,
ECK3946,yijP,JW3927,+,3486416,3488149,3486419,3488128,b3955,-,4146555,4148288,4146576,4148285,8,8,100.0 ,0.700 ,0.312 ,0.368 ,N,N,u,-3,,,,,,
